termo,coeficiente
sono,0.3928100516365734
sono apos,0.23128865952897415
sono voltei,0.19189500290687664
sonolencia,0.2369486443246133
sonolencia leve,0.2369486443246133
sou,-0.08665793124183553
sou diabetico,-0.08665793124183553
sozinho,0.1558083433088135
suando,-0.5903851566519116
suando frio,-0.3235466013280195
suando gelado,-0.3305593394429035
suar,-0.21523252253814226
suar gelado,-0.21523252253814226
subir,0.18699013056444697
subir correndo,0.18699013056444697
subita,-0.5253569341117041
subita de,-0.19068352284719678
subita enorme,-0.19942502438264345
subita para,-0.20872432446255662
subitamente,-0.5191517761339364
subitamente respirar,-0.16638101766950175
subitamente sem,-0.210146325819729
subitamente suar,-0.21523252253814226
suei,0.1777043216808334
suei mas,0.1777043216808334
sufocado,-0.23548105219699775
sufocado preciso,-0.23548105219699775
sufocar,-0.20385715486469388
sufocar meus,-0.20385715486469388
suor,-1.1148290476951601
suor foi,0.1689206577341526
suor frio,-0.9818189692712576
suor gelado,-0.6861881268336203
suor porem,0.2709366796256966
superficial,0.49171723672966855
superficial fora,0.1843844283493882
superficial ja,0.22068799436155564
superficial na,0.1554159344654147
surgiram,-0.46714716234450293
surgiram nausea,-0.27108957776517106
surgiram vomitos,-0.23217923176204278
surgiu,-0.39187251486390245
surgiu pressao,-0.39187251486390245
ta,-0.2585550747108604
ta apertando,-0.2160607352608195
ta dificil,-0.2272486605327722
ta ressecada,0.1485930461530524
tambem,-0.3165889723609383
tambem suor,-0.19942502438264345
tambem uma,-0.14164384656991985
tanta,-0.21703530652544412
tanta tontura,-0.21703530652544412
tao,-0.41832409698588185
tao intensa,-0.23425008484531898
tao sem,-0.2164204687978479
tarde,0.2369486443246133
tarde hoje,0.2369486443246133
tarefas,0.23128865952897415
teclado,0.1570232309650981
teclado melhora,0.1570232309650981
tem,0.33942617461824465
tem uma,0.33942617461824465
tempo,-0.05435283917985944
tempo to,-0.2160607352608195
tenho,0.47048870819501065
tenho apenas,0.28080234964737605
tenho aperto,-0.20236556756855306
tenho caspa,0.2319608168531226
tenho coceira,-0.14164384656991985
tenho coriza,0.4439969375456171
tenho diabetes,-0.09178198247256625
tenho dor,-0.20236556756855306
tenho febre,0.07156666052935824
tenho irritacao,0.14656781765276256
tenho nausea,-0.1476803687496817
tenho palpitacoes,-0.24433703893301253
tenho sintomas,0.19244731764861842
tenho somente,0.23473023587316597
tenho um,-0.03903747323432873
tenho uma,0.2323140117884949
tenso,0.16862242611776118
tenso apos,0.16862242611776118
tentar,-0.15865680638542548
tentar respirar,-0.15865680638542548
terminar,-0.2537232497063426
terminar uma,-0.2537232497063426
teve,0.15736902091043853
teve palpitacoes,0.15736902091043853
tirar,0.1522404851116077
tirar roupa,0.1522404851116077
tive,0.5461568548935177
tive alguns,0.29860507584421847
tive febre,-0.19914714739314976
tive gases,0.1808852469932208
tive soluco,0.25086377879097627
tive uma,0.1468045917628975
to,0.013749944040125047
to bem,0.1485930461530524
to com,0.08400419929082996
to espirrando,0.2152161567069186
to quase,-0.2272486605327722
to sem,0.0071841458620677395
to suando,-0.2160607352608195
tocar,0.2780538806178606
tocar nenhum,0.15081060126361892
todas,0.24926809409299805
todas as,0.24926809409299805
tomava,-0.18925124391044051
tomava banho,-0.18925124391044051
tonto,0.41337173022948087
tonto nem,0.214592720518704
tonto so,0.23074252998502515
tontura,-0.04985384777648885
tontura tao,-0.23425008484531898
toque,0.1691974344332478
toracica,-0.05861007749645895
toracica era,0.17056437275077063
toracica ou,0.2753042173592696
toracica porem,-0.128133510852847
toracica respiracao,-0.3624675529476397
toracico,0.18173936491092668
toracico neg_suor_frio,0.18173936491092668
toracicos,0.18993422151811062
torax,-1.2026035845054657
torax acompanha,-0.15395448872288603
torax acompanhada,-0.15869793461172763
torax agora,-0.2096963603019469
torax aperta,-0.18550425111666857
torax apertado,-0.19366916139789633
torax apos,0.14656781765276256
torax doi,-0.4436452317847559
torax nao,0.08222593408358157
torax que,-0.14175478616390538
torax segue,-0.261361322914571
torax suor,-0.21268664217716687
torax unica,0.19962015894628887
torax veio,-0.19068352284719678
tornozelos,-0.2216217397553872
tornozelos estao,-0.2216217397553872
torta,-0.29395620090074803
tosse,-0.8557211841501926
tosse estou,-0.2164204687978479
tosse junto,-0.20872432446255662
tosse mas,-0.2537232497063426
tosse trouxe,-0.3559223921040855
tossindo,-0.20822584722870352
tossindo sangue,-0.20822584722870352
tossir,-0.3608105046508626
tossir sangue,-0.19392182114483483
tossir uma,-0.19478796407407056
totalmente,0.21043307852024745
totalmente do,0.21043307852024745
tranquilo,-0.2306304236081292
tranquilo emocionalmente,-0.2306304236081292
transpiracao,-0.40367017020026336
transpiracao fria,-0.21544761402005747
transpiracao gelada,-0.23960526973897028
transpirei,0.20478968702764927
transpirei no,0.20478968702764927
transpiro,-0.1839219744763936
transpiro frio,-0.1839219744763936
tratada,0.1459746351973535
tratada que,0.1459746351973535
treinar,0.21221998789933968
treinar agora,0.21221998789933968
treino,0.4857217315017584
treino esta,0.14951557721421377
treino ja,0.20478968702764927
treino melhorou,0.1993490618600855
trocar,0.12862386000519627
trouxe,-0.09870257385748044
trouxe sangue,-0.21076453404919443
trouxe secrecao,-0.1726791706269005
trouxe suor,0.2709366796256966
tudo,0.10933456529704542
tudo acordei,-0.26351140316770316
tudo normalmente,0.21043307852024745
tudo passou,0.1777043216808334
ultimas,-0.19367098486595327
ultimas horas,-0.19367098486595327
um,1.1070351931952689
um arranhao,0.3621437945746322
um calo,0.15736902091043853
um curativo,0.14656781765276256
um desconforto,-0.19942502438264345
um incomodo,0.1637790678039652
um lado,-0.4764909150338668
um minuto,0.18127463052859016
um pigarro,0.17838448662978498
um pouco,1.195757811305322
um rasgo,-0.21106627632445463
um sapato,0.13841112135862393
um suor,-0.18106906970235162
uma,1.316951329396702
uma afta,0.23585189206317608
uma apresentacao,0.14855269125714413
uma area,0.1812875067324418
uma batida,0.18449782545661916
uma bolha,0.5520931739970492
uma caibra,0.1468045917628975
uma coceira,0.4633699059701143
uma descamacao,0.14348142136533723
uma dor,-0.6019060126956886
uma escoriacao,0.22068799436155564
uma espinha,0.27872347326548774
uma espuma,-0.19478796407407056
uma falta,-0.15395448872288603
uma fissura,0.1843844283493882
uma fraqueza,-0.19942502438264345
uma frase,-0.4605144587121659
uma leve,0.17056437275077063
uma marca,0.13549197618302844
uma mordida,0.16184649995654257
uma noite,0.19189500290687664
uma pequena,0.5489104126083828
uma picada,0.16155597046518577
uma pressao,-0.4422195645153741
uma roupa,0.12862386000519627
uma unha,0.46592021558415425
uma vermelhidao,0.20812760475517836
unha,0.6371799397595145
unha encravada,0.1459746351973535
unha lascada,0.23636525937281683
unha que,0.22945485704403532
unha quebrada,0.14874349381140473
unica,0.5634392385725718
unica queixa,0.5634392385725718
unico,0.22945485704403532
unico incomodo,0.22945485704403532
usar,0.5230921831700005
usar computador,0.2003048386078615
usar teclado,0.1570232309650981
usar um,0.13841112135862393
usar uma,0.12862386000519627
vai,-0.23209715139812281
vai para,-0.23209715139812281
veio,-0.7551028790629373
veio com,-0.32427185748480186
veio do,-0.15865680638542548
veio junto,-0.24833019149235813
veio um,-0.18106906970235162
vem,-0.40288596859351233
vem com,-0.40288596859351233
vermelhidao,0.20812760475517836
vermelhidao discreta,0.20812760475517836
vez,-0.23217923176204278
vez mais,-0.23217923176204278
vinte,-0.21703530652544412
vinte minutos,-0.21703530652544412
visao,-0.15188966532224074
visao escurece,-0.15188966532224074
vista,0.14830755998664152
vista depois,0.14830755998664152
voltei,0.19189500290687664
voltei as,0.19189500290687664
voltou,0.18699013056444697
voltou ao,0.18699013056444697
vomitando,-0.19367098486595327
vomitando palido,-0.19367098486595327
vomitos,-0.23217923176204278
vomitos com,-0.23217923176204278
vou,-0.6297834536334002
vou apagar,-0.22300287784344502
vou desmaiar,-0.26603147105367764
vou perder,-0.22883003928559062
voz,0.23585668312315555
voz ficou,0.23585668312315555
